Title,Director,Star Cast,Year,IMDb Rating,MetaScore,Certificates,Genre,Second_Genre,Third_Genre,Poster-src,Duration (minutes)
The Spy Next Door,Brian Levant,Jackie Chan,2010,5.4,27.0,PG,Action,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BMTI5MjEzMjM4N15BMl5BanBnXkFtZTcwODc0ODEwMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",94.0
Teenage Mutant Ninja Turtles III,Stuart Gillard,Elias Koteas,1993,4.8,40.0,PG,Action,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BN2Q4MTY5YTgtNTNkMC00NjBiLThiZTEtNGQ4ODI0NTdmYTA3XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",96.0
The Secret Garden,Marc Munden,Dixie Egerickx,2020,5.6,59.0,PG,Drama,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BNzQ4OGU3NjUtOGRiNS00NmFkLWE4MmMtODhiNmJjMjBmZWNjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",99.0
Eight Below,Frank Marshall,Paul Walker,2006,7.3,64.0,PG,Adventure,Drama,Family,"https://m.media-amazon.com/images/M/MV5BMjExMjAwNzE0N15BMl5BanBnXkFtZTYwMDY4NDk2._V1_QL75_UX190_CR0,0,190,281_.jpg",120.0
Smallfoot,Karey Kirkpatrick,Channing Tatum,2018,6.6,60.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BNzBkZjdjZjQtODE5MS00YTEyLWE3M2YtZDEyNzc1NmUyMWY0XkEyXkFqcGdeQXVyMTA1NjE5MTAz._V1_QL75_UX190_CR0,2,190,281_.jpg",96.0
Red Dog,Kriv Stenders,Josh Lucas,2011,7.3,57.1,PG,Biography,Comedy,Drama,"https://m.media-amazon.com/images/M/MV5BMzM3NTE2NjY5M15BMl5BanBnXkFtZTcwMTY0MzUwNg@@._V1_QL75_UY281_CR3,0,190,281_.jpg",92.0
The Greatest Show on Earth,Cecil B. DeMille,James Stewart,1952,6.5,76.0,Approved,Drama,Family,Romance,"https://m.media-amazon.com/images/M/MV5BMzg5MWIyMjItYWMyYS00YTFjLWFlZGMtZTJkNzgyY2VmY2U2XkEyXkFqcGdeQXVyNzE2NDk3NTY@._V1_QL75_UX190_CR0,0,190,281_.jpg",152.0
Muppets Most Wanted,James Bobin,Ricky Gervais,2014,6.4,61.0,PG,Adventure,Comedy,Crime,"https://m.media-amazon.com/images/M/MV5BNDY2MTE0ODM4NF5BMl5BanBnXkFtZTgwMDI3Mjc2MDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",107.0
Finding 'Ohana,Jude Weng,Kea Peahu,2021,6.1,69.0,PG,Action,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BZjk2NDhmNDgtNzQ2ZS00YzU1LTljNjgtY2ZjM2M3OTVlNTljXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,28,190,281_.jpg",123.0
Akeelah and the Bee,Doug Atchison,Angela Bassett,2006,7.4,72.0,PG,Drama,Family,Family,"https://m.media-amazon.com/images/M/MV5BMTUzMDIwNjIzM15BMl5BanBnXkFtZTcwNTczODQzMQ@@._V1_QL75_UX190_CR0,1,190,281_.jpg",112.0
The Many Adventures of Winnie the Pooh,John Lounsbery,Sebastian Cabot,1977,7.5,57.1,G,Animation,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BMjViYmUyZTUtNTkwNC00ODNiLWIyYmEtYjM3ZjE2NGNiZDNmXkEyXkFqcGdeQXVyNDUzNzgxODE@._V1_QL75_UX190_CR0,3,190,281_.jpg",74.0
Cloak & Dagger,Richard Franklin,Henry Thomas,1984,6.6,64.0,PG,Action,Adventure,Crime,"https://m.media-amazon.com/images/M/MV5BZDc3YzIxMGEtMjBiOS00MjM4LThhYzEtN2Y0OTcxZTMxMmViXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,3,190,281_.jpg",101.0
Stan & Ollie,Jon S. Baird,Steve Coogan,2018,7.2,75.0,PG,Biography,Comedy,Drama,"https://m.media-amazon.com/images/M/MV5BNGNkYTJiNWUtMzZlNi00YmZlLTg3ZTctZTY2MWVkNTQ5MTQyXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_QL75_UX190_CR0,0,190,281_.jpg",98.0
Zoom,Peter Hewitt,Tim Allen,2006,4.4,26.0,PG,Action,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTM0NjczMzUyM15BMl5BanBnXkFtZTcwMDEwMjQzMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",83.0
Old Yeller,Robert Stevenson,Dorothy McGuire,1957,7.2,84.0,Approved,Adventure,Drama,Family,"https://m.media-amazon.com/images/M/MV5BNTkzNzBkMWEtZjE3Yy00NDMxLWFhM2ItYWRiYThjNDhkOGY2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTYzMTY1MjQ@._V1_QL75_UX190_CR0,4,190,281_.jpg",83.0
The Adventures of Milo and Otis,Masanori Hata,Kyôko Koizumi,1986,6.9,72.0,G,Adventure,Drama,Family,"https://m.media-amazon.com/images/M/MV5BZGRjZGEwZTctMmRmYy00YmI1LTgwOGItZmE5ZmNjYmRhOWI4XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX190_CR0,4,190,281_.jpg",76.0
Quest for Camelot,Frederik Du Chau,Jessalyn Gilsig,1998,6.2,50.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMDVlNjUxM2EtNzQ4Yy00ZmI4LThhNDQtYTY0ZTY2YTUyM2JkXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UX190_CR0,0,190,281_.jpg",86.0
Wendell & Wild,Henry Selick,Lyric Ross,2022,6.4,69.0,PG-13,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BOWFjM2Y5MWUtODc4Yy00NWZjLTg2YzUtZTFlY2Q1YzlhN2M3XkEyXkFqcGdeQXVyMTA1OTcyNDQ4._V1_QL75_UX190_CR0,0,190,281_.jpg",105.0
The Wolf and the Lion,Gilles de Maistre,Molly Kunz,2021,6.2,36.0,PG,Adventure,Drama,Family,"https://m.media-amazon.com/images/M/MV5BNTdjZWFkODEtZGZkZi00NDA1LThlN2UtNGUyN2Y0YTk3ZWM2XkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UY281_CR1,0,190,281_.jpg",99.0
Tall Girl 2,Emily Ting,Ava Michelle,2022,4.7,35.0,TV-PG,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BMjUwM2JiOWMtNDUyZi00Yjg1LThkMzQtYTM1NWE2YzIwOTNmXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_QL75_UY281_CR18,0,190,281_.jpg",97.0
Sherlock Gnomes,John Stevenson,Johnny Depp,2018,5.2,36.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTc2NjUzODMxMF5BMl5BanBnXkFtZTgwMzMwMDIzNDM@._V1_QL75_UX190_CR0,0,190,281_.jpg",86.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Miguel Arteta,Steve Carell,2014,6.2,54.0,PG,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BOTgxMDMxMTY5OV5BMl5BanBnXkFtZTgwMjY1NzYzMjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",81.0
Red Shoes and the Seven Dwarfs,Hong Sung-ho,Chloë Grace Moretz,2019,6.4,57.1,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BMTcyZGRmNTUtM2Q5ZC00NzYzLTk1MjktNDYyYTUzNDBhMTkwXkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_QL75_UY281_CR0,0,190,281_.jpg",92.0
Wolf Children,Mamoru Hosoda,Aoi Miyazaki,2012,8.1,71.0,PG,Animation,Drama,Family,"https://m.media-amazon.com/images/M/MV5BYjJjNzEyYmEtMzc2ZC00NGQ2LTk3NzktZGMwZjVmMjc3OGZjXkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_QL75_UX190_CR0,6,190,281_.jpg",117.0
Batman: Mask of the Phantasm,Kevin Altieri,Kevin Conroy,1993,7.8,65.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BYTRiMWM3MGItNjAxZC00M2E3LThhODgtM2QwOGNmZGU4OWZhXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UX190_CR0,0,190,281_.jpg",76.0
Monster Trucks,Chris Wedge,Lucas Till,2016,5.7,41.0,PG,Action,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTEyMjAzMDk4ODZeQTJeQWpwZ15BbWU4MDUxNzMzMDEy._V1_QL75_UX190_CR0,8,190,281_.jpg",104.0
Balto,Simon Wells,Kevin Bacon,1995,7.1,57.1,G,Animation,Adventure,Drama,"https://m.media-amazon.com/images/M/MV5BMjBhNmFlZjMtMzhlYy00NDBlLWFiMjctMmE0ZjgwOGM2MTNmXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UX190_CR0,7,190,281_.jpg",78.0
The Prince and Me,Martha Coolidge,Julia Stiles,2004,5.9,47.0,PG,Comedy,Family,Romance,"https://m.media-amazon.com/images/M/MV5BYTllMGQzZGQtNzZmMy00ZjA2LWExNzMtYjViNGU4YzRmNGE2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",111.0
Ernest Scared Stupid,John R. Cherry III,Jim Varney,1991,5.8,38.0,PG,Comedy,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BZDA4MzIxY2EtYzQxMy00MmJkLWI1ODktNzFjMDM0Yzg4YjhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg",91.0
Abominable,Jill Culton,Chloe Bennet,2019,7.0,61.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BNGNjNjY1NjYtNmYxNC00OGYxLWFiMDgtZTdjN2EzYTdkYzU3XkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_QL75_UX190_CR0,2,190,281_.jpg",97.0
The Loud House Movie,Dave Needham,Asher Bishop,2021,6.1,57.1,TV-Y7,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BOTg4MTlhMDItNDM1YS00YTM4LWExMmItYTlkMWZhZGRkYWNmXkEyXkFqcGdeQXVyMTM0MTUyMjk1._V1_QL75_UX190_CR0,0,190,281_.jpg",83.0
An Unfinished Life,Lasse Hallström,Jennifer Lopez,2005,7.0,49.0,PG-13,Drama,Family,Romance,"https://m.media-amazon.com/images/M/MV5BNzEwOGFjZWUtMjgxNy00N2NhLTg2NGYtNmEyMzVlYmEzN2UwXkEyXkFqcGdeQXVyMTI1Mzg0ODA5._V1_QL75_UY281_CR4,0,190,281_.jpg",108.0
Where Is the Friend's House?,Abbas Kiarostami,Babek Ahmed Poor,1987,8.1,57.1,Not Rated,Drama,Family,Family,"https://m.media-amazon.com/images/M/MV5BZDRhMGY4MzYtMTU3Mi00ZmE1LTg2ZjgtZTg3YzFmNjY0MGM0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR1,0,190,281_.jpg",83.0
Ice Princess,Tim Fywell,Michelle Trachtenberg,2005,6.0,55.0,G,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BMTI1NjIzMzg5OF5BMl5BanBnXkFtZTcwMjI2ODcyMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",98.0
Heaven Is for Real,Randall Wallace,Greg Kinnear,2014,5.8,47.0,PG,Biography,Drama,Family,"https://m.media-amazon.com/images/M/MV5BNjc3MzYzMTUzNF5BMl5BanBnXkFtZTgwNTYzNzI2MDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",99.0
Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder,Jim Sturgess,2010,6.9,53.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BMjE0NjA5OTA4N15BMl5BanBnXkFtZTcwODA3MTA3Mw@@._V1_QL75_UY281_CR0,0,190,281_.jpg",97.0
Tom and Huck,Peter Hewitt,Jonathan Taylor Thomas,1995,5.5,57.1,PG,Adventure,Comedy,Drama,"https://m.media-amazon.com/images/M/MV5BN2ZkZTMxOTAtMzg1Mi00M2U0LWE2NWItZDg4YmQyZjVkMDdhXkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_QL75_UY281_CR1,0,190,281_.jpg",97.0
Star Wars: The Clone Wars,Dave Filoni,Matt Lanter,2008,5.9,35.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BYTJiYTMyMGEtNjE0Zi00MzczLWI3ZWYtMmFkMDk0NWVjZGYzXkEyXkFqcGdeQXVyMTEyNzgwMDUw._V1_QL75_UY281_CR1,0,190,281_.jpg",98.0
The Nutcracker and the Four Realms,Lasse Hallström,Mackenzie Foy,2018,5.6,39.0,PG,Adventure,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BOTg1NDI1MjEyMl5BMl5BanBnXkFtZTgwOTA5MTgwNjM@._V1_QL75_UX190_CR0,0,190,281_.jpg",99.0
Mighty Joe Young,Ron Underwood,Bill Paxton,1998,5.7,51.0,PG,Action,Adventure,Family,"https://m.media-amazon.com/images/M/MV5BN2NjODU2MjktMzU5YS00MGIxLWE5ZWYtZGVjN2JmNGNmZDY0XkEyXkFqcGdeQXVyNzMwNTgzMzU@._V1_QL75_UX190_CR0,0,190,281_.jpg",114.0
Something from Tiffany's,Daryl Wein,Zoey Deutch,2022,6.2,46.0,PG,Comedy,Family,Romance,"https://m.media-amazon.com/images/M/MV5BZWU0MjkyM2ItOGRiOC00ZGIzLWIyZTQtZWE0ZTk3ZWJhMTVhXkEyXkFqcGdeQXVyMTQzNTA5MzYz._V1_QL75_UX190_CR0,0,190,281_.jpg",87.0
From Up on Poppy Hill,Gorô Miyazaki,Sarah Bolger,2011,7.4,71.0,PG,Animation,Comedy,Drama,"https://m.media-amazon.com/images/M/MV5BZmFjMTYwODAtMTUzZi00NWUzLWIzMjUtYTNiZTE2MzNlMjNiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,0,190,281_.jpg",91.0
Author! Author!,Arthur Hiller,Al Pacino,1982,6.2,42.0,PG,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BNWFmOTRjYTctMTFjYy00YTcxLWJhZWYtM2JhMTZmZjI3MWYyXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UX190_CR0,7,190,281_.jpg",110.0
My Girl 2,Howard Zieff,Dan Aykroyd,1994,5.3,57.1,PG,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BMDk3ZTBjZGQtNTVkMi00ZDg5LTkxNzQtZjgyMzI0YjVjMWU2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR0,0,190,281_.jpg",99.0
Wild America,William Dear,Jonathan Taylor Thomas,1997,6.4,57.1,PG,Action,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BYmI0YjFiMDAtZTJiZC00NDQxLTkxNzEtZGNlNDUzZDA1MDM0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UY281_CR0,0,190,281_.jpg",106.0
Jimmy Neutron: Boy Genius,John A. Davis,Debi Derryberry,2001,6.1,65.0,G,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BMzczYzM4MmMtMTEyYi00ZGRmLWE2OTMtZmNhYTdiYjQ4NDUxXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX190_CR0,1,190,281_.jpg",82.0
Diary of a Wimpy Kid: The Long Haul,David Bowers,Jason Drucker,2017,4.3,39.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BMTUwMjc3NjExMl5BMl5BanBnXkFtZTgwMzIwNDU1MTI@._V1_QL75_UX190_CR0,0,190,281_.jpg",91.0
Kangaroo Jack,David McNally,Anthony Anderson,2003,4.5,16.0,PG,Action,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTk1Njg5MjAyOV5BMl5BanBnXkFtZTYwNDAxMDg5._V1_QL75_UX190_CR0,0,190,281_.jpg",89.0
"I Love You, Beth Cooper",Chris Columbus,Hayden Panettiere,2009,5.3,32.0,PG-13,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BMTgyNTc2NDM3NF5BMl5BanBnXkFtZTcwNjU3Mzg0Mg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",102.0
Are We There Yet?,Brian Levant,Ice Cube,2005,4.8,27.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BZWYwZGI3MTgtMTNiZS00ZWYyLThmYjAtMjkwZTU4M2IxNjI5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,5,190,281_.jpg",95.0
The Transformers: The Movie,Nelson Shin,Orson Welles,1986,7.2,43.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BZGM1MGY4OTYtOGZkOC00NjYyLTk3OTMtODUyZDdhYWQ3NGFjXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_QL75_UX190_CR0,4,190,281_.jpg",84.0
A Summer Tale,Ulf Malmros,Kjell Bergqvist,2000,7.3,57.1,PG,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BMjk4MDJkMWItNjM4MC00NDZiLTlkZWUtODk2MTgwODJmMWMyXkEyXkFqcGdeQXVyMjY0NjEwMDM@._V1_QL75_UX190_CR0,24,190,281_.jpg",100.0
Curly Sue,John Hughes,Jim Belushi,1991,5.9,57.1,PG,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BNmU0ZGRmYzItMmI5OS00OTc0LWEzNmItNzMwZmRmM2JiMDQxXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,1,190,281_.jpg",101.0
Little Big League,Andrew Scheinman,Luke Edwards,1994,6.2,57.0,PG,Comedy,Family,Sport,"https://m.media-amazon.com/images/M/MV5BNTEwZjYyMTEtNzk2NS00MDdhLWE0MzYtMzMyMzBlZGQ2ZTBjXkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_QL75_UX190_CR0,0,190,281_.jpg",119.0
The House with a Clock in Its Walls,Eli Roth,Jack Black,2018,6.1,57.0,PG,Comedy,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BN2EwYmMzZWQtOWFjNi00NWI1LThmODctNWQ5NzlmYmFmOTM0XkEyXkFqcGdeQXVyMzExODEzNDA@._V1_QL75_UY281_CR4,0,190,281_.jpg",105.0
Pollyanna,David Swift,Jane Wyman,1960,7.4,66.0,G,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BOTdiMDQ5NTEtM2FjNS00YTFkLWExZTAtYjk5Mjc0YTMzYWM1XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX190_CR0,4,190,281_.jpg",134.0
The Baby-Sitters Club,Melanie Mayron,Schuyler Fisk,1995,5.7,48.0,PG,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BNWY3MmIxYTItY2RhMy00ZGRkLTkwMTEtZGE0OTcxMjgxN2U3XkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_QL75_UX190_CR0,1,190,281_.jpg",94.0
TMNT,Kevin Munroe,Patrick Stewart,2007,6.2,41.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BMjE1MzcwNTE5OV5BMl5BanBnXkFtZTcwMTIxNzQ0MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",87.0
1776,Peter H. Hunt,William Daniels,1972,7.6,57.1,PG,Drama,Family,History,"https://m.media-amazon.com/images/M/MV5BNGZhYWMxMDMtODU2Yi00MDVmLWI4ODYtMzgyNjg4NGNjZjM2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX190_CR0,7,190,281_.jpg",141.0
Happy Feet Two,George Miller,Elijah Wood,2011,5.8,50.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BNDdjZjUyMGYtM2FmOS00YjE1LTljMzQtNjgwYThlYzliNjQ5XkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_QL75_UX190_CR0,0,190,281_.jpg",100.0
Aliens in the Attic,John Schultz,Ashley Tisdale,2009,5.4,42.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BMTk3NTMzNTIxNV5BMl5BanBnXkFtZTcwOTI4ODU1Mg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",86.0
Where Hope Grows,Chris Dowling,Kristoffer Polaha,2014,6.6,41.0,PG-13,Drama,Family,Family,"https://m.media-amazon.com/images/M/MV5BMTY1MjUxOTU0OF5BMl5BanBnXkFtZTgwMDYxNTQ0NDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",95.0
Meet Me in St. Louis,Vincente Minnelli,Judy Garland,1944,7.5,94.0,Approved,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BMzkwNzE4MjEtZDcxNi00YmE5LWFmZmQtZGY1N2I2MDBkMmEzXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UX190_CR0,7,190,281_.jpg",113.0
Secret Headquarters,Henry Joost,Owen Wilson,2022,5.2,47.0,PG,Action,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BM2MxZmU0ZmYtZDNiNi00MTA3LThhNDQtNzI1YjYwYzhjZDExXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX190_CR0,0,190,281_.jpg",104.0
The Watcher in the Woods,John Hough,Bette Davis,1980,6.1,52.0,PG,Family,Horror,Mystery,"https://m.media-amazon.com/images/M/MV5BYTFiZTkxOWYtMzI3OS00MDNhLTk5ZmQtNzRkZWRlZmZmNTE0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzU4ODM5Nw@@._V1_QL75_UX190_CR0,5,190,281_.jpg",84.0
The Big Green,Holly Goldberg Sloan,Steve Guttenberg,1995,5.5,57.1,PG,Comedy,Family,Sport,"https://m.media-amazon.com/images/M/MV5BNzQ1YWNmY2MtNDE0Mi00NzhkLWEwOWQtZDFiMjEwN2I3NWI4XkEyXkFqcGdeQXVyMTEwNDU1MzEy._V1_QL75_UX190_CR0,1,190,281_.jpg",100.0
The Mark of Zorro,Rouben Mamoulian,Tyrone Power,1940,7.5,57.1,Approved,Action,Adventure,Family,"https://m.media-amazon.com/images/M/MV5BMTU2ODc0NzUyMl5BMl5BanBnXkFtZTgwODQ3NTA1MjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",94.0
Around the World in 80 Days,Michael Anderson,David Niven,1956,6.7,69.0,G,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BNjRhNjVlYTgtODZiOS00OTVhLWE4ZTItZjc3MTFiYWY1YjI5L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,4,190,281_.jpg",175.0
Paul Blart: Mall Cop 2,Andy Fickman,Kevin James,2015,4.4,13.0,PG,Action,Comedy,Crime,"https://m.media-amazon.com/images/M/MV5BMTkwMjkxNDQ1MV5BMl5BanBnXkFtZTgwNDQwODIxNTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",94.0
Under the Boardwalk,David Soren,Keke Palmer,2023,5.9,57.1,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BODc3NjBkODktZWYwMy00MTVlLTkzYjItMGJjY2JmNzFkZmIwXkEyXkFqcGdeQXVyMTY0MTYwMDgy._V1_QL75_UX190_CR0,0,190,281_.jpg",83.0
The Indian in the Cupboard,Frank Oz,Hal Scardino,1995,6.0,58.0,PG,Drama,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BZWZlYmZiZGMtN2YyZC00MTdjLTllNjUtYWNhZDMwNDhhOTM1XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_QL75_UX190_CR0,0,190,281_.jpg",96.0
My Little Pony: The Movie,Jayson Thiessen,Emily Blunt,2017,6.1,39.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMmMxNWNhNjItZjhmMC00ZmViLThlYjItZDk5YTQ1MWZkOGM1XkEyXkFqcGdeQXVyNzY2ODYzOTU@._V1_QL75_UX190_CR0,4,190,281_.jpg",99.0
Frankenweenie,Tim Burton,Winona Ryder,2012,6.9,74.0,PG,Animation,Comedy,Drama,"https://m.media-amazon.com/images/M/MV5BMjIxODY3MjEwNV5BMl5BanBnXkFtZTcwOTMzNjc4Nw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",87.0
Song of the South,Harve Foster,Ruth Warrick,1946,6.9,54.0,Approved,Animation,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BMjU3ZTgzMjQtZDBhMS00ZmRlLTliM2ItOTE1MmEzOWRkZTIzXkEyXkFqcGdeQXVyNzY1NDgwNjQ@._V1_QL75_UX190_CR0,3,190,281_.jpg",94.0
The New Adventures of Pippi Longstocking,Ken Annakin,Tami Erin,1988,5.8,57.1,G,Adventure,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BYzJmOTQ2N2ItMDYyMS00NGNhLWI5MGEtOWM2MGUwZDZjNzczXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,3,190,281_.jpg",100.0
Fat Albert,Joel Zwick,Kenan Thompson,2004,4.4,39.0,PG,Comedy,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BMTg2MzYxMDI2M15BMl5BanBnXkFtZTYwNTAzNTM3._V1_QL75_UX190_CR0,0,190,281_.jpg",93.0
Rock-A-Doodle,Don Bluth,Glen Campbell,1991,6.0,57.1,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTU5Njk5OTAwMl5BMl5BanBnXkFtZTcwNDkwODU2NA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",77.0
Home on the Range,Will Finn,Judi Dench,2004,5.4,50.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BYWIyNWEwZDctMzkzNC00NzkyLTk5YWUtOWQ5MzBhMGE1NTE4XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UX190_CR0,0,190,281_.jpg",76.0
Candy Cane Lane,Reginald Hudlin,Eddie Murphy,2023,5.6,47.0,PG,Comedy,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BMTU3MWYzNzEtZmYwNS00ZjhjLTljMTQtYzk5NTk1ZTJkYTZjXkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_QL75_UX190_CR0,0,190,281_.jpg",117.0
The Pirates! Band of Misfits,Peter Lord,Hugh Grant,2012,6.7,73.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BNDhkOGZkZWMtNGI4Mi00ZWI3LTgyYTgtMDU4ZDI3NTNjMWFiXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UX190_CR0,0,190,281_.jpg",88.0
Thunderbirds,Jonathan Frakes,Bill Paxton,2004,4.3,36.0,PG,Action,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTU2NDA1NTkyN15BMl5BanBnXkFtZTYwNzAzODg2._V1_QL75_UX190_CR0,0,190,281_.jpg",95.0
